form,margin,weight,trajectory,pos_p95_mm,pos_max_mm,clear_min_mm,viol_frac,dev_rms_mm,dev_max_mm,solve_ms_med,solve_ms_p95,solve_ms_max,iters_mean,nonconv
soft,0.02,30.0,bimanual_tight,1.143681333733595,1.1443536291407466,12.281548500061035,0.0,0.9063324928283691,1.1443328857421875,4.214217507978901,9.11743952310644,17.38931698491797,3.733846153846154,0.0
soft,0.02,30.0,bimanual_handoff,0.00010680897030674592,0.0001796860917827216,19.531383514404297,0.0,8.133598021231592e-05,0.00025561029906384647,4.342878994066268,11.559144221246232,14.980290026869625,4.213333333333333,0.0
soft,0.02,30.0,arms_converge,19.494943318767557,22.499881477827078,-10.532222747802734,0.30363636363636365,13.064998626708984,22.49983024597168,14.1933310078457,67.05929590680171,113.52602200349793,31.676363636363636,0.1
soft,0.02,30.0,self_fold,41.88902758477024,42.34452547973232,17.74855613708496,0.0,0.03173522651195526,0.2757180333137512,5.5983339552767575,63.87639598397072,73.37576005375013,22.303333333333335,0.03166666666666667
soft,0.02,30.0,teleop_grasp,47.725374201087895,51.747289565768206,19.696290969848633,0.0,0.026703542098402977,0.35609927773475647,5.595826514763758,30.512500906479552,75.83984901430085,11.86,0.0033333333333333335
soft,0.02,100.0,bimanual_parallel,0.00012610470494657942,0.00019875631522281605,19.528779983520508,0.0,9.32085094973445e-05,0.00023560803674627095,4.468362487386912,9.196499723475423,12.645204027649015,3.855384615384615,0.0
soft,0.02,100.0,bimanual_tight,2.5891312234753783,2.590862541416637,15.166808128356934,0.0,2.054152488708496,2.5908942222595215,4.184656019788235,9.2553298571147,13.643823971506208,3.5784615384615384,0.0
soft,0.02,100.0,bimanual_handoff,0.00010744646425259724,0.00015716969465727628,19.53137969970703,0.0,8.379777864320204e-05,0.0002345749962842092,4.361692001111805,10.861609014682472,14.558135997503996,4.203809523809523,0.0
soft,0.02,100.0,arms_converge,98.7609634460922,98.7609634460922,3.0690767765045166,0.0,62.081321716308594,98.76097869873047,4.147157509578392,47.24769929889588,68.40077298693359,11.370909090909091,0.00909090909090909
soft,0.02,100.0,self_fold,41.88707670712114,42.34384206340285,18.5212345123291,0.0,0.03298601508140564,0.28227800130844116,5.638531525619328,67.15901780407876,73.02541000535712,24.551666666666666,0.07666666666666666
soft,0.02,100.0,teleop_grasp,47.72537335225632,51.74729340619114,19.69637680053711,0.0,0.03557141497731209,0.4251292943954468,5.511163006303832,31.29159483942204,46.57126101665199,11.4,0.0
soft,0.02,300.0,bimanual_parallel,0.00012510222739399028,0.0002191336420346471,19.528827667236328,0.0,9.443275484954938e-05,0.00021900144929531962,4.384777013910934,9.139354180661027,14.602409966755658,3.903076923076923,0.0
soft,0.02,300.0,bimanual_tight,3.633911239212501,3.634768032195222,17.254661560058594,0.0,2.885531425476074,3.6347551345825195,4.173885507043451,9.538320975843794,17.32190395705402,3.6753846153846155,0.0
soft,0.02,300.0,bimanual_handoff,0.0001294081048163105,0.00021945179853642246,19.531417846679688,0.0,8.81807500263676e-05,0.00026666419580578804,4.345079010818154,10.632081574294714,14.304101001471281,4.241904761904762,0.0
soft,0.02,300.0,arms_converge,49.7632405552822,49.76481664755556,10.717253684997559,0.0,31.250261306762695,49.76483154296875,54.48434597929008,70.06458682881203,78.00837000831962,56.96363636363636,0.3709090909090909
